state,date,cases,deaths,total_distributed,distributed_per_hundred,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,daily_vaccinations_per_million
Alabama,2021-01-12,3848,226,377025.0,7.69,0.15,1.59,1205.0
Alabama,2021-01-13,3147,187,378975.0,7.73,0.19,1.71,1205.0
Alabama,2021-01-14,3588,185,435350.0,8.88,0.23500000000000001,1.88,1445.0
Alabama,2021-01-15,2945,85,444650.0,9.07,0.28,2.05,1525.0
Alabama,2021-01-16,3153,89,444650.0,9.07,0.29250000000000004,2.205,1529.0
Alabama,2021-01-17,1917,1,444650.0,9.07,0.30500000000000005,2.36,1531.0
Alabama,2021-01-18,1430,1,444650.0,9.07,0.3175,2.5149999999999997,1533.0
Alabama,2021-01-19,2515,5,444650.0,9.07,0.33,2.67,1534.0
Alabama,2021-01-20,3112,157,483275.0,9.86,0.37,2.84,1607.0
Alabama,2021-01-21,2881,96,493125.0,10.06,0.44,3.38,2145.0
Alabama,2021-01-22,3551,107,519525.0,10.6,0.51,4.06,2877.0
Alabama,2021-01-23,3355,171,521225.0,10.63,0.56,4.52,3304.0
Alabama,2021-01-24,1728,3,521225.0,10.63,0.61,4.97,3731.0
Alabama,2021-01-25,1839,2,521225.0,10.63,0.61,5.11,3711.0
Alabama,2021-01-26,2900,234,569000.0,11.6,0.63,5.2,3618.0
Alabama,2021-01-27,3177,276,634000.0,12.93,0.69,5.43,3707.0
Alabama,2021-01-28,3648,168,655275.0,13.36,0.76,5.69,3294.0
Alabama,2021-01-29,2848,226,659400.0,13.45,0.9,6.14,2960.0
Alabama,2021-01-30,0,0,659400.0,13.45,1.1,6.98,3522.0
Alabama,2021-01-31,4057,122,659400.0,13.45,1.13,7.22,3212.0
Alabama,2021-02-01,1221,0,659400.0,13.45,1.15,7.31,3137.0
Alabama,2021-02-02,2078,206,680550.0,13.88,1.2,7.58,3407.0
Alabama,2021-02-03,2118,309,765150.0,15.61,1.28,7.92,3552.0
Alabama,2021-02-04,2767,162,799675.0,16.31,1.41,8.33,3771.0
Alabama,2021-02-05,1496,84,799875.0,16.31,1.56,8.78,3778.0
Alabama,2021-02-06,1992,64,804100.0,16.4,1.72,9.28,3285.0
Alabama,2021-02-07,1112,2,804100.0,16.4,1.76,9.43,3157.0
Alabama,2021-02-08,925,8,804100.0,16.4,1.8,9.54,3186.0
Alabama,2021-02-09,1318,56,823600.0,16.8,1.94,10.01,3470.0
Alabama,2021-02-10,1401,309,861175.0,17.56,2.09,10.52,3714.0
Alabama,2021-02-11,1503,133,911875.0,18.6,2.26,11.08,3928.0
Alabama,2021-02-12,1097,159,936200.0,19.09,2.49,11.65,4094.0
Alabama,2021-02-13,1189,62,963600.0,19.65,2.71,12.26,4253.0
Alabama,2021-02-14,1075,0,965550.0,19.69,2.79,12.49,4368.0
Alabama,2021-02-15,674,2,990662.5,20.205,2.915,12.74,4569.0
Alabama,2021-02-16,883,13,1015775.0,20.72,3.04,12.99,4245.0
Alabama,2021-02-17,679,89,1032175.0,21.05,3.15,13.26,3911.0
Alabama,2021-02-18,1198,78,1032175.0,21.05,3.37,13.71,3753.0
Alabama,2021-02-19,847,149,1077600.0,21.98,3.92,15.07,4895.0
Alabama,2021-02-20,774,17,1078800.0,22.0,4.37,15.85,5121.0
Alabama,2021-02-21,857,2,1082100.0,22.07,4.48,16.08,5138.0
Alabama,2021-02-22,677,0,1082100.0,22.07,4.65,16.19,4928.0
Alabama,2021-02-23,1453,68,1084440.0,22.12,4.88,16.62,5198.0
Alabama,2021-02-24,1247,84,1138650.0,23.22,5.17,17.13,5527.0
Alabama,2021-02-25,890,87,1170120.0,23.86,5.48,17.64,5615.0
Alabama,2021-02-26,739,38,1380380.0,28.15,5.83,18.23,4508.0
Alabama,2021-02-27,834,61,1402180.0,28.6,6.28,18.99,4491.0
Alabama,2021-02-28,569,-1,1402280.0,28.6,6.39,19.22,4484.0
Alabama,2021-03-01,517,2,1402280.0,28.6,6.45,19.34,4510.0
Alabama,2021-03-02,652,60,1461320.0,29.8,6.73,19.83,4576.0
Alabama,2021-03-03,2733,38,1469100.0,29.96,7.07,20.4,4671.0
Alabama,2021-03-04,922,65,1530470.0,31.21,7.45,21.05,4878.0
Alabama,2021-03-05,811,28,1556460.0,31.74,7.81,21.71,4974.0
Alabama,2021-03-06,524,27,1628350.0,33.21,8.2,22.43,4913.0
Alabama,2021-03-07,408,-1,1628350.0,33.21,8.3,22.64,4884.0
Alabama,2021-03-08,273,0,1628350.0,33.21,8.36,22.77,4903.0
Alabama,2021-03-09,524,38,1689050.0,34.45,8.57,23.27,4919.0
Alabama,2021-03-10,782,36,1775660.0,36.21,8.87,23.94,5063.0
Alabama,2021-03-11,865,52,1816230.0,37.04,9.23,24.67,5175.0
Alabama,2021-03-12,448,25,1838400.0,37.49,9.63,25.48,5379.0
Alabama,2021-03-13,594,28,1918560.0,39.13,10.05,26.27,5493.0
Alabama,2021-03-14,368,0,1918560.0,39.13,10.15,26.49,5492.0
Alabama,2021-03-15,4556,2,1918560.0,39.13,10.22,26.64,5528.0
Alabama,2021-03-16,488,8,2004160.0,40.87,10.44,27.17,5574.0
Alabama,2021-03-17,759,26,2080870.0,42.44,10.68,27.82,5541.0
Alabama,2021-03-18,572,28,2118650.0,43.21,10.88,28.35,5252.0
Alabama,2021-03-19,531,34,2141210.0,43.67,11.16,29.1,5171.0
Alabama,2021-03-20,508,11,2177880.0,44.42,11.45,29.79,5027.0
Alabama,2021-03-21,373,0,2177880.0,44.42,11.56,30.03,5071.0
Alabama,2021-03-22,319,0,2177880.0,44.42,11.61,30.17,5036.0
Alabama,2021-03-23,10,14,2275030.0,46.4,11.82,30.78,5161.0
Alabama,2021-03-24,922,37,2403720.0,49.02,12.03,31.46,5199.0
Alabama,2021-03-25,427,17,2459980.0,50.17,12.25,32.21,5507.0
Alabama,2021-03-26,442,19,2497410.0,50.93,12.48,32.86,5382.0
Alabama,2021-03-27,492,3,2535880.0,51.72,12.71,33.57,5392.0
Alabama,2021-03-28,319,0,2537050.0,51.74,12.82,33.84,5432.0
Alabama,2021-03-29,228,0,2537050.0,51.74,12.88,33.99,5457.0
Alabama,2021-03-30,361,1,2722700.0,55.53,13.12,34.62,5483.0
Alabama,2021-03-31,408,27,2796630.0,57.04,13.4,35.26,5429.0
Alabama,2021-04-01,478,-1,2839540.0,57.91,13.74,36.14,5620.0
Alabama,2021-04-02,400,54,2872410.0,58.58,14.09,36.99,5887.0
Alabama,2021-04-03,349,30,2891780.0,58.98,14.38,37.67,5867.0
Alabama,2021-04-04,194,0,2892950.0,59.0,14.48,37.91,5819.0
Alabama,2021-04-05,109,1,2892950.0,59.0,14.51,38.03,5777.0
Alabama,2021-04-06,196,14,3106870.0,63.36,14.79,38.69,5806.0
Alabama,2021-04-07,338,0,3149910.0,64.24,15.19,39.47,6016.0
Alabama,2021-04-08,464,23,3170520.0,64.66,15.59,40.31,5954.0
Alabama,2021-04-09,318,11,3248260.0,66.25,16.08,41.22,6056.0
Alabama,2021-04-10,354,26,3278980.0,66.87,16.55,42.12,6354.0
Alabama,2021-04-11,311,0,3278980.0,66.87,16.71,42.47,6520.0
Alabama,2021-04-12,172,0,3278980.0,66.87,16.81,42.68,6632.0
Alabama,2021-04-13,1432,10,3358930.0,68.51,17.22,43.39,6713.0
Alabama,2021-04-14,277,6,3493380.0,71.25,17.71,44.23,6808.0
Alabama,2021-04-15,421,8,3516420.0,71.72,18.21,45.02,6732.0
Alabama,2021-04-16,422,3,3531670.0,72.03,18.67,45.8,6533.0
Alabama,2021-04-17,508,51,3664640.0,74.74,19.08,46.51,6275.0
Alabama,2021-04-18,270,0,3664740.0,74.74,19.24,46.75,6109.0
Alabama,2021-04-19,111,0,3664740.0,74.74,19.3,46.86,5975.0
Alabama,2021-04-20,1443,8,3761730.0,76.72,19.71,47.47,5840.0
Alabama,2021-04-21,412,9,3796070.0,77.42,20.14,48.14,5584.0
Alabama,2021-04-22,682,17,3825010.0,78.01,20.61,48.83,5446.0
Alabama,2021-04-23,428,16,3898820.0,79.52,21.09,49.55,5363.0
Alabama,2021-04-24,421,11,3960530.0,80.77,21.51,50.2,5268.0
Alabama,2021-04-25,233,0,3960530.0,80.77,21.67,50.4,5219.0
Alabama,2021-04-26,217,1,3960530.0,80.77,21.75,50.54,5264.0
Alabama,2021-04-27,359,2,4009430.0,81.77,22.02,50.98,5009.0
Alabama,2021-04-28,376,25,4033570.0,82.26,22.41,51.55,4874.0
Alabama,2021-04-29,430,8,4042070.0,82.44,22.87,52.21,4826.0
Alabama,2021-04-30,409,9,4088030.0,83.37,23.32,52.85,4706.0
Alabama,2021-05-01,387,17,4130550.0,84.24,23.69,53.38,4542.0
Alabama,2021-05-02,288,0,4130550.0,84.24,23.77,53.49,4408.0
Alabama,2021-05-03,187,0,4130550.0,84.24,23.83,53.58,4344.0
Alabama,2021-05-04,0,0,4145390.0,84.54,24.06,53.94,4224.0
Alabama,2021-05-05,662,17,4187860.0,85.41,24.45,54.47,4170.0
Alabama,2021-05-06,565,16,4225140.0,86.17,24.5,54.52,3299.0
Alabama,2021-05-07,314,20,4241420.0,86.5,25.3,55.6,3939.0
Alabama,2021-05-08,419,12,4277330.0,87.24,25.78,56.25,4097.0
Alabama,2021-05-09,244,0,4277330.0,87.24,25.92,56.46,4239.0
Alabama,2021-05-10,106,0,4277330.0,87.24,25.98,56.57,4262.0
Alabama,2021-05-11,310,7,4295160.0,87.6,25.98,56.57,3765.0
Alabama,2021-05-12,347,12,4311320.0,87.93,26.24,56.94,3517.0
Alabama,2021-05-13,1144,4,4322400.0,88.15,26.81,57.76,4623.0
Alabama,2021-05-14,4918,23,4348790.0,88.69,27.21,58.32,3882.0
Alabama,2021-05-15,2016,14,4373130.0,89.19,27.49,58.76,3592.0
Alabama,2021-05-16,254,0,4373130.0,89.19,27.55,58.86,3435.0
Alabama,2021-05-17,184,0,4373130.0,89.19,27.55,58.86,3279.0
Alabama,2021-05-18,336,5,4389040.0,89.51,27.79,59.26,3836.0
Alabama,2021-05-19,288,2,4393980.0,89.61,27.79,59.27,3335.0
Alabama,2021-05-20,339,32,4415280.0,90.05,28.19,59.94,3127.0
Alabama,2021-05-21,443,3,4449370.0,90.74,28.29,60.07,2503.0
Alabama,2021-05-22,255,32,4476640.0,91.3,28.49,60.42,2370.0
Alabama,2021-05-23,196,0,4476640.0,91.3,28.71,60.82,2792.0
Alabama,2021-05-24,132,0,4476640.0,91.3,28.71,60.82,2795.0
Alabama,2021-05-25,306,12,4484660.0,91.46,28.87,61.11,2645.0
Alabama,2021-05-26,269,14,4501400.0,91.81,28.95,61.24,2812.0
Alabama,2021-05-27,346,2,4520480.0,92.19,29.03,61.34,1988.0
Alabama,2021-05-28,228,6,4523700.0,92.26,29.15,61.53,2078.0
Alabama,2021-05-29,0,0,4578590.0,93.38,29.2,61.6,1686.0
Alabama,2021-05-30,0,0,4578590.0,93.38,29.21,61.62,1151.0
Alabama,2021-05-31,0,0,4578590.0,93.38,29.22,61.629999999999995,1159.0
Alabama,2021-06-01,640,10,4578590.0,93.38,29.23,61.64,755.0
Alabama,2021-06-02,553,11,4583270.0,93.48,29.27,61.7,661.0
Alabama,2021-06-03,430,21,4597950.0,93.77,29.28,61.71,533.0
Alabama,2021-06-04,557,10,4606930.0,93.96,29.37,61.85,465.0
Alabama,2021-06-05,0,0,4637330.0,94.58,29.37,61.86,361.0
Alabama,2021-06-06,0,0,4637330.0,94.58,29.41,61.9,396.0
Alabama,2021-06-07,739,19,4637330.0,94.58,29.43,61.93,424.0
Alabama,2021-06-08,216,3,4646130.0,94.76,29.43,61.94,424.0
Alabama,2021-06-09,305,29,4646550.0,94.77,29.48,62.01,443.0
Alabama,2021-06-10,290,3,4648150.0,94.8,29.78,62.5,1123.0
Alabama,2021-06-11,188,14,4658570.0,95.01,29.96,62.78,1331.0
Alabama,2021-06-12,0,0,4678220.0,95.41,30.29,63.33,2104.0
Alabama,2021-06-13,0,0,4678220.0,95.41,30.41,63.52,2319.0
Alabama,2021-06-14,550,8,4678220.0,95.41,30.59,63.8,2672.0
Alabama,2021-06-15,290,7,4686280.0,95.58,30.62,63.83,2705.0
Alabama,2021-06-16,160,7,4692070.0,95.69,30.77,64.08,2952.0
Alabama,2021-06-17,0,0,4726010.0,96.39,31.53,66.35,5508.0
Alabama,2021-06-18,334,18,4734100.0,96.55,31.55,66.37,5124.0
Alabama,2021-06-19,0,0,4758560.0,97.05,31.79,66.8,4956.0
Alabama,2021-06-20,0,0,4758560.0,97.05,31.86,66.94,4882.0
Alabama,2021-06-21,356,5,4758560.0,97.05,31.89,67.01,4584.0
Alabama,2021-06-22,0,0,4759120.0,97.06,31.96,67.13,4711.0
Alabama,2021-06-23,381,17,4767580.0,97.23,32.03,67.28,4577.0
Alabama,2021-06-24,0,0,4769800.0,97.28,32.12,67.48,1615.0
Alabama,2021-06-25,540,8,4783230.0,97.55,32.12,67.49,1592.0
Alabama,2021-06-26,0,0,4801760.0,97.93,32.2,67.65,1220.0
Alabama,2021-06-27,0,0,4801760.0,97.93,32.31,67.92,1397.0
Alabama,2021-06-28,517,2,4801760.0,97.93,32.43,68.15,1636.0
Alabama,2021-06-29,0,0,4810050.0,98.1,32.51,68.32,1706.0
Alabama,2021-06-30,532,14,4813050.0,98.16,32.52,68.34,1507.0
Alabama,2021-07-01,0,0,4825450.0,98.41,32.67,68.64,1652.0
Alabama,2021-07-02,315,6,4836250.0,98.63,32.67,68.64,1651.0
Alabama,2021-07-03,0,0,4845190.0,98.82,32.89,68.98,1889.0
Alabama,2021-07-04,0,0,4845190.0,98.82,32.9,68.98,1512.0
Alabama,2021-07-05,0,0,4845190.0,98.82,32.945,69.08500000000001,1328.0
Alabama,2021-07-06,0,0,4845190.0,98.82,32.99,69.19,1237.0
Alabama,2021-07-07,1613,29,4845190.0,98.82,33.03,69.27,1332.0
Alabama,2021-07-08,0,0,4866130.0,99.24,33.1,69.39,1081.0
Alabama,2021-07-09,1160,11,4872940.0,99.38,33.17,69.52,1252.0
Alabama,2021-07-10,534,4,4884130.0,99.61,33.24,69.65,959.0
Alabama,2021-07-11,0,0,4884130.0,99.61,33.31,69.79,1165.0
Alabama,2021-07-12,610,0,4884130.0,99.61,33.32,69.79,1014.0
Alabama,2021-07-13,0,0,4885650.0,99.64,33.42,70.04,1223.0
Alabama,2021-07-14,1398,26,4893240.0,99.8,33.43,70.05,1112.0
Alabama,2021-07-15,965,11,4895780.0,99.85,33.55,70.32,1331.0
Alabama,2021-07-16,999,3,4904730.0,100.03,33.61,70.47,1355.0
Alabama,2021-07-17,901,1,4912720.0,100.19,33.61,70.47,1176.0
Alabama,2021-07-18,724,0,4912720.0,100.19,33.68,70.63,1193.0
Alabama,2021-07-19,718,0,4919470.0,100.33,33.73,70.74,1358.0
Alabama,2021-07-20,1391,17,4928670.0,100.52,33.75,70.8,1078.0
Alabama,2021-07-21,1632,2,4935470.0,100.66,33.85,71.09,1491.0
Alabama,2021-07-22,1567,6,4945380.0,100.86,33.91,71.27,1354.0
Alabama,2021-07-23,1733,4,4979270.0,101.55,33.92,71.28,1160.0
Alabama,2021-07-24,1888,11,5001210.0,102.0,33.97,71.47,1428.0
Alabama,2021-07-25,1536,0,5001210.0,102.0,34.04,71.72,1561.0
Alabama,2021-07-26,1403,0,5001210.0,102.0,34.08,71.94,1714.0
Alabama,2021-07-27,2667,9,5015500.0,102.29,34.11,72.08,1835.0
Alabama,2021-07-28,2726,18,5031270.0,102.61,34.2,72.56,2098.0
Alabama,2021-07-29,0,0,5050560.0,103.01,34.21,72.56,1845.0
Alabama,2021-07-30,0,0,5092510.0,103.86,34.33,73.15,2678.0
Alabama,2021-07-31,8144,26,5159890.0,105.24,34.34,73.16,2415.0
Alabama,2021-08-01,1798,0,5159890.0,105.24,34.41,73.5,2546.0
Alabama,2021-08-02,1705,0,5159890.0,105.24,34.42,73.5,2229.0
Alabama,2021-08-03,3307,6,5167970.0,105.4,34.54,74.13,2925.0
Alabama,2021-08-04,3399,19,5201860.0,106.09,34.59,74.36,2581.0
Alabama,2021-08-05,3817,13,5220840.0,106.48,34.61,74.46,2713.0
Alabama,2021-08-06,3685,26,5262690.0,107.33,34.74,75.07,2745.0
Alabama,2021-08-07,3891,24,5330000.0,108.7,34.83,75.45,3272.0
Alabama,2021-08-08,0,0,5330000.0,108.7,34.84,75.45,2787.0
Alabama,2021-08-09,4877,1,5330000.0,108.7,34.9,75.72,3164.0
Alabama,2021-08-10,3815,23,5358370.0,109.28,34.99,76.09,2804.0
Alabama,2021-08-11,3851,41,5389260.0,109.91,35.01,76.14,2531.0
Alabama,2021-08-12,4167,35,5418340.0,110.51,35.09,76.45,2844.0
Alabama,2021-08-13,3986,41,5539910.0,112.99,35.18,76.77,2421.0
Alabama,2021-08-14,0,0,5554810.0,113.29,35.22,76.88,2038.0
Alabama,2021-08-15,6992,33,5554810.0,113.29,35.38,77.34,2703.0
Alabama,2021-08-16,2466,1,5554810.0,113.29,35.56,77.83,3013.0
Alabama,2021-08-17,4023,33,5581220.0,113.83,35.66,78.08,2831.0
Alabama,2021-08-18,4465,40,5631430.0,114.85,35.74,78.29,3082.0
Alabama,2021-08-19,3890,42,5688310.0,116.01,35.88,78.68,3182.0
Alabama,2021-08-20,3799,28,5789070.0,118.07,36.11,79.31,3627.0
Alabama,2021-08-21,6210,58,5863360.0,119.58,36.25,79.67,3994.0
Alabama,2021-08-22,3315,0,5863220.0,119.58,36.34,79.87,3607.0
Alabama,2021-08-23,2588,0,5863220.0,119.58,36.58,80.43,3715.0
Alabama,2021-08-24,0,0,5863220.0,119.58,36.76,80.83,3939.0
Alabama,2021-08-25,0,0,5889060.0,120.11,36.79,80.9,3725.0
Alabama,2021-08-26,11142,103,5962240.0,121.6,36.98,81.35,3806.0
Alabama,2021-08-27,5033,50,6045390.0,123.3,37.49,82.49,4548.0
Alabama,2021-08-28,6190,66,6085890.0,124.12,37.73,83.07,4847.0
Alabama,2021-08-29,3433,3,6102830.0,124.47,37.94,83.57,5282.0
Alabama,2021-08-30,3072,0,6102130.0,124.45,38.1,83.88,4938.0
Alabama,2021-08-31,5206,61,6127400.0,124.97,38.35,84.36,5037.0
Alabama,2021-09-01,4691,8,6151970.0,125.47,38.38,84.42,5030.0
Alabama,2021-09-02,5312,39,6218000.0,126.82,38.57,84.81,4950.0
Alabama,2021-09-03,5128,64,6259550.0,127.66,38.77,85.22,3896.0
Alabama,2021-09-04,4420,20,6294440.0,128.37,39.07,85.85,3984.0
Alabama,2021-09-05,2842,1,6294406.666666667,128.37,39.166666666666664,86.04333333333334,3541.0
Alabama,2021-09-06,2566,1,6294373.333333333,128.37,39.263333333333335,86.23666666666666,3362.0
Alabama,2021-09-07,2672,4,6294340.0,128.37,39.36,86.43,2956.0
Alabama,2021-09-08,4791,68,6299020.0,128.47,39.53,86.73,3301.0
Alabama,2021-09-09,4367,64,6337120.0,129.24,39.57,86.8,2838.0
Alabama,2021-09-10,4800,53,6388850.0,130.3,39.91,87.45,3186.0
Alabama,2021-09-11,4494,68,6427570.0,131.09,39.96,87.54,2408.0
Alabama,2021-09-12,1794,3,6427570.0,131.09,40.2,87.97,2754.0
Alabama,2021-09-13,2692,2,6437755.0,131.3,40.3,88.13499999999999,2714.0
Alabama,2021-09-14,3944,40,6447940.0,131.51,40.4,88.3,2675.0
Alabama,2021-09-15,3651,66,6485880.0,132.28,40.55,88.56,2610.0
Alabama,2021-09-16,3972,72,6503890.0,132.65,40.74,88.9,3006.0
Alabama,2021-09-17,2974,192,6525240.0,133.08,41.01,89.4,2787.0
Alabama,2021-09-18,3462,161,6545280.0,133.49,41.06,89.47,2758.0
Alabama,2021-09-19,2090,1,6545280.0,133.49,41.27,89.84,2674.0
Alabama,2021-09-20,1920,0,6545280.0,133.49,41.4,90.06,2747.0
Alabama,2021-09-21,3220,250,6547850.0,133.54,41.58,90.36,2948.0
Alabama,2021-09-22,3018,205,6561280.0,133.82,41.69,90.55,2847.0
Alabama,2021-09-23,3366,133,6589940.0,134.4,41.71,90.59,2416.0
Alabama,2021-09-24,2569,123,6601120.0,134.63,41.8,90.74,1919.0
Alabama,2021-09-25,2937,101,6639550.0,135.41,42.03,91.19,2460.0
Alabama,2021-09-26,1633,0,6639550.0,135.41,42.2,91.48,2338.0
Alabama,2021-09-27,1594,3,6639550.0,135.41,42.29,91.66,2286.0
Alabama,2021-09-28,1984,130,6646890.0,135.56,42.45,92.0,2342.0
Alabama,2021-09-29,2141,45,6670090.0,136.04,42.49,92.07,2165.0
Alabama,2021-09-30,1702,99,6665330.0,135.94,42.62,92.44,2641.0
Alabama,2021-10-01,1845,94,6709370.0,136.84,42.64,92.49,2491.0
Alabama,2021-10-02,1480,76,6738280.0,137.43,42.73,92.68,2127.0
Alabama,2021-10-03,892,1,6736650.0,137.39,42.89,93.11,2323.0
Alabama,2021-10-04,736,1,6736230.0,137.38,43.02,93.4,2484.0
Alabama,2021-10-05,1549,71,6742810.0,137.52,43.07,93.5,2135.0
Alabama,2021-10-06,1272,70,6757960.0,137.83,43.15,93.71,2345.0
Alabama,2021-10-07,1262,63,6781040.0,138.3,43.22,93.9,2080.0
Alabama,2021-10-08,1049,81,6829510.0,139.29,43.38,94.32,2626.0
Alabama,2021-10-09,919,101,6858210.0,139.87,43.42,94.43,2498.0
Alabama,2021-10-10,653,1,6860190.0,139.91,43.49333333333333,94.61333333333334,2153.0
Alabama,2021-10-11,467,1,6862170.0,139.95000000000002,43.56666666666667,94.79666666666667,2001.0
Alabama,2021-10-12,886,10,6864150.0,139.99,43.64,94.98,2121.0
Alabama,2021-10-13,1016,111,6884990.0,140.42,43.66,95.04,1906.0
Alabama,2021-10-14,1050,121,6900590.0,140.74,43.73,95.24,1912.0
Alabama,2021-10-15,1143,41,6916550.0,141.06,43.79,95.4,1543.0
Alabama,2021-10-16,787,37,6945360.0,141.65,43.86,95.61,1693.0
Alabama,2021-10-17,544,0,6937340.0,141.49,43.96,95.93,1874.0
Alabama,2021-10-18,338,0,6936920.0,141.48,44.01,96.06,1796.0
Alabama,2021-10-19,961,84,6946650.0,141.68,44.04,96.14,1657.0
Alabama,2021-10-20,665,48,6981680.0,142.39,44.1,96.32,1829.0
Alabama,2021-10-21,1065,9,6999770.0,142.76,44.16,96.53,1841.0
Alabama,2021-10-22,1598,58,7045270.0,143.69,44.26,96.72,1882.0
Alabama,2021-10-23,945,28,7062480.0,144.04,44.36,97.08,2091.0
Alabama,2021-10-24,414,1,7061780.0,144.02,44.39,97.21,1828.0
Alabama,2021-10-25,301,0,7058840.0,143.96,44.42,97.36,1863.0
Alabama,2021-10-26,943,17,7069650.0,144.18,44.45,97.48,1906.0
Alabama,2021-10-27,7393,8,7123260.0,145.28,44.54,98.0,2398.0
Alabama,2021-10-28,2141,52,7163060.0,146.09,44.61,98.45,2750.0
Alabama,2021-10-29,376,48,7220460.0,147.26,44.68,98.86,3059.0
Alabama,2021-10-30,488,41,7264740.0,148.16,44.75,99.25,3108.0
Alabama,2021-10-31,394,0,7266450.0,148.2,44.78,99.42,3165.0
Alabama,2021-11-01,217,0,7263250.0,148.13,44.82,99.62,3234.0
Alabama,2021-11-02,745,56,7302580.0,148.94,44.84,99.73,3215.0
Alabama,2021-11-03,484,47,7316580.0,149.22,44.92,100.19,3122.0
Alabama,2021-11-04,1089,58,7354360.0,149.99,44.96,100.47,2881.0
Alabama,2021-11-05,575,52,7401100.0,150.94,45.01,100.74,2682.0
Alabama,2021-11-06,583,48,7407740.0,151.08,45.03,100.83,2251.0
Alabama,2021-11-07,292,0,7423960.0,151.41,45.1,101.18,2507.0
Alabama,2021-11-08,223,0,7423960.0,151.41,45.14,101.39,2527.0
Alabama,2021-11-09,995,45,7456320.0,152.07,45.16,101.46,2477.0
Alabama,2021-11-10,178,38,7504060.0,153.04,45.24,101.87,2400.0
Alabama,2021-11-11,686,17,7584175.0,154.675,45.255,101.92500000000001,2081.0
Alabama,2021-11-12,722,0,7664290.0,156.31,45.27,101.98,1771.0
Alabama,2021-11-13,600,47,7683490.0,156.7,45.31,102.2,1959.0
Alabama,2021-11-14,259,0,7680930.0,156.65,45.45,102.93,2504.0
Alabama,2021-11-15,258,0,7679330.0,156.62,45.48,103.13,2484.0
Alabama,2021-11-16,542,18,7696280.0,156.96,45.51,103.24,2536.0
Alabama,2021-11-17,496,26,7723600.0,157.52,45.55,103.55,2411.0
Alabama,2021-11-18,492,18,7750770.0,158.08,45.64,104.13,3151.0
Alabama,2021-11-19,473,20,7781660.0,158.71,45.66,104.28,3281.0
Alabama,2021-11-20,680,10,7825960.0,159.61,45.75,104.81,3731.0
Alabama,2021-11-21,272,0,7822360.0,159.54,45.77,104.95,2891.0
Alabama,2021-11-22,253,0,7818860.0,159.46,45.8,105.14,2864.0
Alabama,2021-11-23,619,13,7827970.0,159.65,45.85,105.45,3160.0
Alabama,2021-11-24,416,16,7847520.0,160.05,45.98,105.87,3308.0
Alabama,2021-11-25,398,13,7838604.0,159.868,46.012,106.02600000000001,2709.0
Alabama,2021-11-26,0,0,7829688.0,159.686,46.044,106.182,2721.0
Alabama,2021-11-27,357,0,7820772.0,159.504,46.076,106.33800000000001,2175.0
Alabama,2021-11-28,157,0,7811856.0,159.322,46.108,106.494,2197.0
Alabama,2021-11-29,176,1,7802940.0,159.14,46.14,106.65,2156.0
Alabama,2021-11-30,477,3,7834540.0,159.78,46.18,106.92,2103.0
Alabama,2021-12-01,536,24,7870000.0,160.51,46.23,107.26,1987.0
Alabama,2021-12-02,767,14,7880350.0,160.72,46.27,107.46,2055.0
Alabama,2021-12-03,595,15,7902810.0,161.18,46.36,108.13,2786.0
Alabama,2021-12-04,478,13,7895690.0,161.03,46.39,108.32,2837.0
Alabama,2021-12-05,361,0,7868950.0,160.49,46.47,108.81,3320.0
Alabama,2021-12-06,281,0,7866010.0,160.43,46.54,109.08,3483.0
Alabama,2021-12-07,630,14,7894870.0,161.02,46.58,109.29,3380.0
Alabama,2021-12-08,687,4,7929510.0,161.72,46.64,109.58,3313.0
Alabama,2021-12-09,549,0,7935800.0,161.85,46.67,109.72,3224.0
Alabama,2021-12-10,592,40,7950160.0,162.14,46.77,110.23,2997.0
Alabama,2021-12-11,713,22,7997400.0,163.11,46.84,110.58,3227.0
Alabama,2021-12-12,330,0,7999700.0,163.15,46.86,110.7,2689.0
Alabama,2021-12-13,294,0,7999700.0,163.15,46.91,110.88,2568.0
Alabama,2021-12-14,1655,20,8020150.0,163.57,46.96,111.14,2642.0
Alabama,2021-12-15,647,19,8050350.0,164.19,47.01,111.36,2541.0
Alabama,2021-12-16,816,16,8069670.0,164.58,47.04,111.47,2498.0
Alabama,2021-12-17,908,23,8120290.0,165.61,47.11,111.85,2311.0
Alabama,2021-12-18,692,10,8039060.0,163.96,47.16,112.14,2228.0
Alabama,2021-12-19,552,0,8008500.0,163.33,47.18,112.25,2213.0
Alabama,2021-12-20,552,0,7977980.0,162.71,47.2,112.38,2146.0
Alabama,2021-12-21,1254,15,7985890.0,162.87,47.24,112.56,2028.0
Alabama,2021-12-22,1460,12,8016810.0,163.5,47.28,112.81,2073.0
Alabama,2021-12-23,2060,22,8046130.0,164.1,47.34,113.18,2440.0
Alabama,2021-12-24,2466,16,8033135.0,163.83499999999998,47.377500000000005,113.39750000000001,2212.0
Alabama,2021-12-25,2449,0,8020140.0,163.57,47.415000000000006,113.61500000000001,2104.0
Alabama,2021-12-26,863,0,8007145.0,163.305,47.4525,113.8325,2264.0
Alabama,2021-12-27,1679,0,7994150.0,163.04,47.49,114.05,2379.0
Alabama,2021-12-28,3705,18,7994010.0,163.04,47.55,114.31,2509.0
Alabama,2021-12-29,5975,18,8039790.0,163.97,47.57,114.38,2241.0
