state,date,cases,deaths,total_distributed,distributed_per_hundred,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,daily_vaccinations_per_million
Georgia,2021-01-20,8068,206,1077375.0,10.15,0.33,3.74,2668.0
Georgia,2021-01-21,8150,111,1162275.0,10.95,0.38,4.27,2995.0
Georgia,2021-01-22,8374,171,1235375.0,11.64,0.56,5.68,5008.0
Georgia,2021-01-23,8985,186,1235775.0,11.64,0.56,5.69,4743.0
Georgia,2021-01-24,4753,4,1235775.0,11.64,0.56,5.69,4470.0
Georgia,2021-01-25,3917,53,1235775.0,11.64,0.56,5.69,4198.0
Georgia,2021-01-26,8393,179,1309850.0,12.34,0.61,6.3,4793.0
Georgia,2021-01-27,6384,161,1412450.0,13.3,0.71,6.71,4249.0
Georgia,2021-01-28,7352,184,1441025.0,13.57,0.84,7.2,4176.0
Georgia,2021-01-29,6558,159,1448825.0,13.65,0.94,7.63,2783.0
Georgia,2021-01-30,6343,210,1449800.0,13.65,1.03,8.07,3400.0
Georgia,2021-01-31,3587,2,1449800.0,13.65,1.13,8.53,4065.0
Georgia,2021-02-01,3034,44,1449800.0,13.65,1.18,8.76,4392.0
Georgia,2021-02-02,4961,208,1557175.0,14.67,1.22,8.85,3653.0
Georgia,2021-02-03,4924,137,1638700.0,15.43,1.33,9.18,3528.0
Georgia,2021-02-04,5706,169,1686125.0,15.88,1.44,9.49,3281.0
Georgia,2021-02-05,4842,102,1688075.0,15.9,1.59,9.9,3247.0
Georgia,2021-02-06,4490,232,1688075.0,15.9,1.78,10.35,3258.0
Georgia,2021-02-07,3589,2,1688075.0,15.9,1.98,10.79,3227.0
Georgia,2021-02-08,2704,38,1688075.0,15.9,2.07,11.0,3192.0
Georgia,2021-02-09,3721,171,1840775.0,17.34,2.15,11.11,3228.0
Georgia,2021-02-10,3490,120,1914800.0,18.03,2.37,11.53,3348.0
Georgia,2021-02-11,4179,92,2017525.0,19.0,2.63,11.99,3565.0
Georgia,2021-02-12,3900,195,2017525.0,19.0,2.63,11.99,2979.0
Georgia,2021-02-13,3823,142,2020275.0,19.03,2.96,12.52,3094.0
Georgia,2021-02-14,1929,21,2020275.0,19.03,3.58,13.54,3925.0
Georgia,2021-02-15,2070,57,2075187.5,19.545,3.685,13.71,3873.0
Georgia,2021-02-16,2895,246,2130100.0,20.06,3.79,13.88,3949.0
Georgia,2021-02-17,3545,99,2131775.0,20.08,3.79,13.88,3358.0
Georgia,2021-02-18,3485,130,2145525.0,20.21,4.36,14.78,3985.0
Georgia,2021-02-19,3679,207,2286360.0,21.53,4.97,16.21,6025.0
Georgia,2021-02-20,3336,132,2292085.0,21.59,5.35,16.83,6162.0
Georgia,2021-02-21,1758,2,2292085.0,21.59,5.595,17.24,5281.0
Georgia,2021-02-22,1536,91,2292085.0,21.59,5.84,17.65,5626.0
Georgia,2021-02-23,3780,92,2369305.0,22.32,5.88,17.71,5476.0
Georgia,2021-02-24,3240,137,2535925.0,23.88,6.12,18.08,5999.0
Georgia,2021-02-25,3327,135,2645625.0,24.92,6.36,18.48,5283.0
Georgia,2021-02-26,3434,20,2840015.0,26.75,6.65,18.97,3942.0
Georgia,2021-02-27,3365,75,2881145.0,27.14,6.98,19.5,3812.0
Georgia,2021-02-28,2334,1,2881145.0,27.14,7.0,19.52,3259.0
Georgia,2021-03-01,2139,81,2881145.0,27.14,7.0,19.52,2677.0
Georgia,2021-03-02,3147,104,3067745.0,28.89,7.03,19.64,2753.0
Georgia,2021-03-03,2735,145,3155155.0,29.72,7.3,20.09,2883.0
Georgia,2021-03-04,2886,125,3339265.0,31.45,7.59,20.6,3033.0
Georgia,2021-03-05,2081,65,3379335.0,31.83,7.93,21.22,3219.0
Georgia,2021-03-06,2269,90,3437635.0,32.38,8.17,21.74,3202.0
Georgia,2021-03-07,1709,1,3437635.0,32.38,8.42,22.29,3957.0
Georgia,2021-03-08,1444,42,3437635.0,32.38,8.52,22.53,4297.0
Georgia,2021-03-09,1761,30,3706995.0,34.91,8.58,22.66,4321.0
Georgia,2021-03-10,1740,58,3782385.0,35.62,8.59,22.69,3707.0
Georgia,2021-03-11,1714,81,3923755.0,36.96,8.82,23.39,3991.0
Georgia,2021-03-12,1567,47,3980645.0,37.49,9.23,24.47,4648.0
Georgia,2021-03-13,1254,52,3980645.0,37.49,9.5,25.25,5023.0
Georgia,2021-03-14,819,-1,3981815.0,37.5,9.74,25.94,5217.0
Georgia,2021-03-15,977,47,3981815.0,37.5,9.84,26.28,5356.0
Georgia,2021-03-16,1743,25,4188145.0,39.45,9.88,26.47,5437.0
Georgia,2021-03-17,2044,72,4284205.0,40.35,9.89,26.51,5451.0
Georgia,2021-03-18,2267,61,4403365.0,41.47,10.19,27.38,5687.0
Georgia,2021-03-19,1600,44,4482955.0,42.22,10.21,27.42,4203.0
Georgia,2021-03-20,1717,66,4553155.0,42.88,10.72,29.32,5812.0
Georgia,2021-03-21,1560,0,4553155.0,42.88,10.88,30.21,6102.0
Georgia,2021-03-22,688,26,4553155.0,42.88,11.04,30.9,6605.0
Georgia,2021-03-23,1791,32,4820525.0,45.4,11.04,30.9,6335.0
Georgia,2021-03-24,1224,72,4986855.0,46.97,11.22,31.67,7378.0
Georgia,2021-03-25,1964,91,5174215.0,48.73,11.38,32.35,7108.0
Georgia,2021-03-26,1659,98,5319955.0,50.11,11.58,33.26,8344.0
Georgia,2021-03-27,1410,77,5385975.0,50.73,11.77,34.11,6833.0
Georgia,2021-03-28,826,0,5385975.0,50.73,11.94,34.96,6782.0
Georgia,2021-03-29,1165,36,5385975.0,50.73,12.01,35.45,6504.0
Georgia,2021-03-30,1320,25,5724605.0,53.92,12.06,35.66,6798.0
Georgia,2021-03-31,1807,68,5777435.0,54.41,12.26,36.32,6638.0
Georgia,2021-04-01,1425,64,6101935.0,57.47,12.5,37.21,6940.0
Georgia,2021-04-02,1582,57,6181185.0,58.22,12.81,38.2,7058.0
Georgia,2021-04-03,1125,34,6237495.0,58.75,13.11,39.09,7125.0
Georgia,2021-04-04,874,2,6237495.0,58.75,13.13,39.12,5941.0
Georgia,2021-04-05,643,0,6237495.0,58.75,13.33,39.9,6358.0
Georgia,2021-04-06,1474,26,6663635.0,62.76,13.39,40.32,6662.0
Georgia,2021-04-07,1528,67,6782615.0,63.88,14.08,42.04,8172.0
Georgia,2021-04-08,1490,69,6990615.0,65.84,14.47,42.78,7952.0
Georgia,2021-04-09,1441,50,7067975.0,66.57,14.95,43.89,8134.0
Georgia,2021-04-10,1570,64,7197345.0,67.79,14.99,43.93,6915.0
Georgia,2021-04-11,1092,0,7197345.0,67.79,15.02,43.96,6916.0
Georgia,2021-04-12,939,35,7197445.0,67.79,15.03,43.97,5803.0
Georgia,2021-04-13,1913,25,7368290.0,69.4,15.91,45.82,7850.0
Georgia,2021-04-14,1735,52,7539135.0,71.01,16.79,47.67,8050.0
Georgia,2021-04-15,1600,62,7828695.0,73.73,17.29,48.58,8287.0
Georgia,2021-04-16,1650,56,7900615.0,74.41,17.9,49.56,8103.0
Georgia,2021-04-17,1671,39,8033225.0,75.66,18.51,50.55,9448.0
Georgia,2021-04-18,972,1,8033225.0,75.66,19.08,51.45,10694.0
Georgia,2021-04-19,889,26,8033225.0,75.66,19.54,52.21,11770.0
Georgia,2021-04-20,1312,14,8266105.0,77.85,19.79,52.59,9670.0
Georgia,2021-04-21,1318,31,8341495.0,78.56,20.21,53.26,7987.0
Georgia,2021-04-22,1706,46,8608795.0,81.08,20.75,54.06,7839.0
Georgia,2021-04-23,1842,42,8700275.0,81.94,21.32,54.9,7625.0
Georgia,2021-04-24,1513,56,8793835.0,82.82,21.94,55.78,7469.0
Georgia,2021-04-25,916,2,8793835.0,82.82,21.96,55.8,6216.0
Georgia,2021-04-26,812,34,8793835.0,82.82,22.49,56.62,6304.0
Georgia,2021-04-27,1299,18,9007905.0,84.84,22.81,57.08,6419.0
Georgia,2021-04-28,1400,71,9110285.0,85.81,23.27,57.78,6457.0
Georgia,2021-04-29,1444,60,9239535.0,87.02,23.81,58.56,6429.0
Georgia,2021-04-30,1464,32,9368775.0,88.24,24.41,59.39,6420.0
Georgia,2021-05-01,1300,22,9483435.0,89.32,24.95,60.16,6255.0
Georgia,2021-05-02,1302,0,9483435.0,89.32,25.43,60.85,7212.0
Georgia,2021-05-03,870,15,9483435.0,89.32,25.44,60.86,6058.0
Georgia,2021-05-04,1178,14,9721415.0,91.56,25.71,61.26,5965.0
Georgia,2021-05-05,1018,32,9789055.0,92.2,26.01,61.7,5593.0
Georgia,2021-05-06,1213,21,9888925.0,93.14,26.03,61.72,4503.0
Georgia,2021-05-07,1249,43,9913265.0,93.37,26.85,62.92,5044.0
Georgia,2021-05-08,1013,31,9921025.0,93.44,27.22,63.49,4762.0
Georgia,2021-05-09,628,-1,9921025.0,93.44,27.6,64.04,4564.0
Georgia,2021-05-10,460,1,9921025.0,93.44,27.84,64.4,5063.0
Georgia,2021-05-11,958,23,9966255.0,93.87,28.04,64.68,4886.0
Georgia,2021-05-12,921,41,10047675.0,94.63,28.29,65.08,4833.0
Georgia,2021-05-13,1114,18,10097845.0,95.11,28.61,65.56,5491.0
Georgia,2021-05-14,918,32,10159755.0,95.69,28.86,65.97,4355.0
Georgia,2021-05-15,743,23,10223535.0,96.29,29.15,66.43,4208.0
Georgia,2021-05-16,529,1,10223535.0,96.29,29.16,66.45,3440.0
Georgia,2021-05-17,407,0,10223535.0,96.29,29.51,67.07,3802.0
Georgia,2021-05-18,767,26,10223635.0,96.29,29.51,67.07,3415.0
Georgia,2021-05-19,700,37,10332775.0,97.32,29.53,67.09,2865.0
Georgia,2021-05-20,833,22,10397145.0,97.93,29.98,67.93,3387.0
Georgia,2021-05-21,704,46,10447805.0,98.4,30.22,68.34,3387.0
Georgia,2021-05-22,602,24,10533755.0,99.21,30.48,68.82,3406.0
Georgia,2021-05-23,365,0,10533755.0,99.21,30.68,69.14,3845.0
Georgia,2021-05-24,293,0,10533755.0,99.21,30.69,69.14,2968.0
Georgia,2021-05-25,651,38,10555975.0,99.42,30.69,69.14,2965.0
Georgia,2021-05-26,549,36,10569965.0,99.55,30.87,69.48,3415.0
Georgia,2021-05-27,694,39,10618245.0,100.01,31.04,69.79,2661.0
Georgia,2021-05-28,545,46,10670715.0,100.5,31.05,69.81,2090.0
Georgia,2021-05-29,632,17,10750095.0,101.25,31.07,69.83,1437.0
Georgia,2021-05-30,261,0,10750095.0,101.25,31.08,69.83,990.0
Georgia,2021-05-31,237,0,10750095.0,101.25,31.59,70.755,2306.0
Georgia,2021-06-01,239,1,10750095.0,101.25,32.1,71.68,3625.0
Georgia,2021-06-02,491,29,10750095.0,101.25,32.1,71.68,3149.0
Georgia,2021-06-03,446,33,10770815.0,101.44,32.11,71.7,2723.0
Georgia,2021-06-04,495,42,10798395.0,101.7,33.09,73.31,5005.0
Georgia,2021-06-05,342,44,10874215.0,102.42,33.1,73.32,4998.0
Georgia,2021-06-06,280,0,10874215.0,102.42,33.4,74.02,5988.0
Georgia,2021-06-07,263,0,10874215.0,102.42,33.41,74.03,4678.0
Georgia,2021-06-08,392,38,10881625.0,102.49,33.79,74.71,4323.0
Georgia,2021-06-09,411,25,10890655.0,102.57,33.81,74.73,4350.0
Georgia,2021-06-10,458,45,10893035.0,102.6,33.82,74.74,4338.0
Georgia,2021-06-11,434,34,10901715.0,102.68,33.82,74.74,2037.0
Georgia,2021-06-12,375,30,10928305.0,102.93,33.83,74.75,2032.0
Georgia,2021-06-13,223,0,10928305.0,102.93,33.85,74.76,1048.0
Georgia,2021-06-14,180,0,10928305.0,102.93,33.86,74.77,1056.0
Georgia,2021-06-15,307,13,10932375.0,102.97,33.87,74.77,96.0
Georgia,2021-06-16,498,57,10966325.0,103.29,33.88,74.78,72.0
Georgia,2021-06-17,408,30,10989855.0,103.51,34.78,76.26,2183.0
Georgia,2021-06-18,385,34,11005905.0,103.66,34.79,76.27,2195.0
Georgia,2021-06-19,377,27,11051315.0,104.09,34.8,76.28,2194.0
Georgia,2021-06-20,203,-1,11051315.0,104.09,34.81,76.29,2191.0
Georgia,2021-06-21,184,0,11051315.0,104.09,34.81,76.29,2173.0
Georgia,2021-06-22,351,11,11054215.0,104.11,35.42,77.42,3782.0
Georgia,2021-06-23,389,21,11073185.0,104.29,35.43,77.43,3785.0
Georgia,2021-06-24,357,17,11091725.0,104.47,35.44,77.44,1675.0
Georgia,2021-06-25,332,2,11117525.0,104.71,35.44,77.44,1669.0
Georgia,2021-06-26,402,24,11159855.0,105.11,35.45,77.45,1664.0
Georgia,2021-06-27,228,0,11159855.0,105.11,35.45,77.45,1652.0
Georgia,2021-06-28,190,0,11159855.0,105.11,35.46,77.45,1659.0
Georgia,2021-06-29,502,19,11174215.0,105.24,36.52,79.17,2502.0
Georgia,2021-06-30,590,11,11184635.0,105.34,36.59,79.33,2721.0
Georgia,2021-07-01,520,5,11194015.0,105.43,36.67,79.55,3012.0
Georgia,2021-07-02,433,15,11205775.0,105.54,36.68,79.55,3019.0
Georgia,2021-07-03,0,0,11223555.0,105.71,36.83,79.91,3523.0
Georgia,2021-07-04,0,0,11223555.0,105.71,36.83,79.91,3523.0
Georgia,2021-07-05,0,0,11223555.0,105.71,36.905,80.07,3739.0
Georgia,2021-07-06,1367,14,11223555.0,105.71,36.98,80.23,1505.0
Georgia,2021-07-07,667,10,11223555.0,105.71,37.04,80.35,1458.0
Georgia,2021-07-08,932,3,11258655.0,106.04,37.12,80.53,1400.0
Georgia,2021-07-09,904,16,11260005.0,106.05,37.13,80.53,1395.0
Georgia,2021-07-10,0,0,11322705.0,106.64,37.13,80.54,893.0
Georgia,2021-07-11,0,0,11322705.0,106.64,37.14,80.54,901.0
Georgia,2021-07-12,1763,13,11322705.0,106.64,37.39,81.07,1423.0
Georgia,2021-07-13,1109,26,11326585.0,106.68,37.39,81.07,1200.0
Georgia,2021-07-14,1260,2,11339195.0,106.8,37.48,81.27,1310.0
Georgia,2021-07-15,1362,19,11355655.0,106.95,37.49,81.27,1064.0
Georgia,2021-07-16,1086,12,11373025.0,107.12,37.49,81.28,1069.0
Georgia,2021-07-17,0,0,11405925.0,107.43,37.5,81.28,1065.0
Georgia,2021-07-18,0,0,11405925.0,107.43,37.5,81.29,1062.0
Georgia,2021-07-19,3290,6,11407605.0,107.445,37.71,81.71000000000001,919.0
Georgia,2021-07-20,1569,7,11409285.0,107.46,37.92,82.13,1521.0
Georgia,2021-07-21,2229,22,11424395.0,107.6,38.02,82.39,1605.0
Georgia,2021-07-22,2144,12,11448245.0,107.83,38.03,82.4,1607.0
Georgia,2021-07-23,2497,9,11510325.0,108.41,38.03,82.4,1602.0
Georgia,2021-07-24,0,0,11536745.0,108.66,38.04,82.4,1602.0
Georgia,2021-07-25,0,0,11536985.0,108.66,38.04,82.41,1602.0
Georgia,2021-07-26,6113,14,11536985.0,108.66,38.04,82.41,1000.0
Georgia,2021-07-27,3587,16,11552615.0,108.81,38.04,82.41,398.0
Georgia,2021-07-28,3828,10,11575865.0,109.03,38.47,83.61,1741.0
Georgia,2021-07-29,4612,11,11634805.0,109.58,38.55,83.86,2096.0
Georgia,2021-07-30,3604,11,11697975.0,110.18,38.65,84.2,2577.0
Georgia,2021-07-31,0,0,11795685.0,111.1,38.66,84.21,2583.0
Georgia,2021-08-01,0,0,11795685.0,111.1,38.67,84.22,2588.0
Georgia,2021-08-02,6145,22,11795685.0,111.1,38.67,84.22,2588.0
Georgia,2021-08-03,9174,25,11805395.0,111.19,38.67,84.22,2588.0
Georgia,2021-08-04,4860,12,11834555.0,111.46,38.67,84.23,883.0
Georgia,2021-08-05,5806,32,11872545.0,111.82,39.05,85.52,2369.0
Georgia,2021-08-06,6005,35,11964475.0,112.69,39.05,85.53,1888.0
Georgia,2021-08-07,0,0,12024545.0,113.25,39.06,85.53,1885.0
Georgia,2021-08-08,0,0,12024645.0,113.25,39.06,85.54,1878.0
Georgia,2021-08-09,13041,29,12024645.0,113.25,39.06,85.54,1879.0
Georgia,2021-08-10,6945,31,12038135.0,113.38,39.33,86.5,3256.0
Georgia,2021-08-11,6958,32,12071265.0,113.69,39.4,86.72,3565.0
Georgia,2021-08-12,7016,35,12126815.0,114.22,39.4,86.73,1725.0
Georgia,2021-08-13,7216,49,12268045.0,115.55,39.41,86.74,1729.0
Georgia,2021-08-14,0,0,12292545.0,115.78,39.41,86.74,1730.0
Georgia,2021-08-15,0,0,12292995.0,115.78,39.42,86.75,1732.0
Georgia,2021-08-16,19399,36,12303295.0,115.88,39.58,87.24000000000001,2434.0
Georgia,2021-08-17,7639,46,12313595.0,115.98,39.74,87.73,1760.0
Georgia,2021-08-18,8014,43,12366795.0,116.48,39.74,87.74,1450.0
Georgia,2021-08-19,9836,48,12523265.0,117.95,40.14,88.88,3076.0
Georgia,2021-08-20,9581,48,12665475.0,119.29,40.15,88.89,3077.0
Georgia,2021-08-21,0,0,12744145.0,120.03,40.42,89.64,4138.0
Georgia,2021-08-22,0,0,12744145.0,120.03,40.43,89.65,4143.0
Georgia,2021-08-23,21072,64,12743865.0,120.03,40.43,89.65,3444.0
Georgia,2021-08-24,9186,46,12743865.0,120.03,40.44,89.65,2740.0
Georgia,2021-08-25,10677,91,12807285.0,120.63,40.9,90.77,4331.0
Georgia,2021-08-26,10823,92,13014175.0,122.57,40.9,90.78,2709.0
Georgia,2021-08-27,11084,61,13100055.0,123.38,40.91,90.79,2714.0
Georgia,2021-08-28,0,0,13149275.0,123.85,41.21,91.52,2682.0
Georgia,2021-08-29,0,0,13169715.0,124.04,41.21,91.53,2685.0
Georgia,2021-08-30,23135,88,13169995.0,124.04,41.22,91.53,2687.0
Georgia,2021-08-31,10521,99,13206095.0,124.38,41.22,91.53,2690.0
Georgia,2021-09-01,9702,130,13297595.0,125.24,41.86,93.08,3298.0
Georgia,2021-09-02,8412,136,13447665.0,126.66,41.87,93.09,3303.0
Georgia,2021-09-03,12018,114,13519905.0,127.34,42.08,93.68,4122.0
Georgia,2021-09-04,0,0,13637925.0,128.45,42.09,93.69,3103.0
Georgia,2021-09-05,0,0,13637558.333333334,128.44666666666666,42.093333333333334,93.69666666666666,3096.0
Georgia,2021-09-06,0,0,13637191.666666666,128.44333333333333,42.09666666666667,93.70333333333333,3099.0
Georgia,2021-09-07,25944,222,13636825.0,128.44,42.1,93.71,3104.0
Georgia,2021-09-08,8752,50,13644345.0,128.51,42.76,95.25,3100.0
Georgia,2021-09-09,7586,193,13737815.0,129.39,42.76,95.26,3102.0
Georgia,2021-09-10,8278,156,13790365.0,129.88,42.77,95.28,2287.0
Georgia,2021-09-11,0,0,13903725.0,130.95,42.78,95.29,2293.0
Georgia,2021-09-12,0,0,13903725.0,130.95,42.79,95.31,2313.0
Georgia,2021-09-13,15902,159,13903725.0,130.95,42.8,95.32,2312.0
Georgia,2021-09-14,7327,128,13917805.0,131.08,42.81,95.32,2309.0
Georgia,2021-09-15,6167,235,14040285.0,132.24,43.53,96.86,2308.0
Georgia,2021-09-16,5852,197,14080305.0,132.62,43.54,96.88,2306.0
Georgia,2021-09-17,5592,117,14134065.0,133.12,43.86,97.51,3196.0
Georgia,2021-09-18,0,0,14170165.0,133.46,44.06,97.92,3758.0
Georgia,2021-09-19,0,0,14170165.0,133.46,44.07,97.94,3746.0
Georgia,2021-09-20,11353,195,14170165.0,133.46,44.07,97.94,3740.0
Georgia,2021-09-21,7493,179,14203585.0,133.78,44.08,97.94,3736.0
Georgia,2021-09-22,4723,182,14243455.0,134.15,44.44,98.61,2497.0
Georgia,2021-09-23,4553,205,14327025.0,134.94,44.62,98.94,2943.0
Georgia,2021-09-24,4300,140,14355455.0,135.21,44.88,99.44,2749.0
Georgia,2021-09-25,0,0,14380645.0,135.44,45.06,99.74,2599.0
Georgia,2021-09-26,0,0,14380505.0,135.44,45.07,99.76,2602.0
Georgia,2021-09-27,8004,142,14380645.0,135.44,45.07,99.76,2601.0
Georgia,2021-09-28,3865,137,14444325.0,136.04,45.08,99.76,2600.0
Georgia,2021-09-29,4435,176,14459635.0,136.19,45.34,100.3,2407.0
Georgia,2021-09-30,4876,151,14475205.0,136.33,45.43,100.52,2270.0
Georgia,2021-10-01,3347,158,14547765.0,137.02,45.44,100.54,1569.0
Georgia,2021-10-02,0,0,14604205.0,137.55,45.72,101.19,2073.0
Georgia,2021-10-03,0,0,14600525.0,137.51,45.72,101.2,2057.0
Georgia,2021-10-04,7794,203,14600245.0,137.51,45.72,101.2,2056.0
Georgia,2021-10-05,2874,180,14605945.0,137.57,45.73,101.2,2055.0
Georgia,2021-10-06,909,195,14672245.0,138.19,46.16,102.24,2778.0
Georgia,2021-10-07,5753,191,14777775.0,139.18,46.16,102.24,2456.0
Georgia,2021-10-08,3274,131,14852355.0,139.89,46.18,102.25,2443.0
Georgia,2021-10-09,0,0,14885345.0,140.2,46.46,103.02,2602.0
Georgia,2021-10-10,0,0,14894685.0,140.28666666666666,46.46,103.02,2599.0
Georgia,2021-10-11,0,0,14904025.0,140.37333333333333,46.46,103.02,2600.0
Georgia,2021-10-12,7014,193,14913365.0,140.46,46.46,103.02,2601.0
Georgia,2021-10-13,2011,92,14959225.0,140.89,46.7,103.62,1972.0
Georgia,2021-10-14,2102,138,15045665.0,141.71,46.84,103.91,2378.0
Georgia,2021-10-15,1905,209,15120615.0,142.41,47.0,104.32,2961.0
Georgia,2021-10-16,0,0,15138595.0,142.58,47.12,104.62,2290.0
Georgia,2021-10-17,0,0,15126975.0,142.47,47.13,104.63,2305.0
Georgia,2021-10-18,3316,166,15126695.0,142.47,47.13,104.63,2308.0
Georgia,2021-10-19,1679,136,15170585.0,142.88,47.14,104.65,2335.0
Georgia,2021-10-20,1682,158,15191605.0,143.08,47.15,104.66,1484.0
Georgia,2021-10-21,1487,110,15252615.0,143.66,47.16,104.67,1084.0
Georgia,2021-10-22,1536,175,15339265.0,144.47,47.57,105.7,1965.0
Georgia,2021-10-23,0,0,15359675.0,144.66,47.57,105.7,1547.0
Georgia,2021-10-24,0,0,15356735.0,144.64,47.58,105.71,1542.0
Georgia,2021-10-25,2767,120,15353515.0,144.61,47.58,105.71,1539.0
Georgia,2021-10-26,1171,98,15381505.0,144.87,47.87,106.64,2846.0
Georgia,2021-10-27,2011,113,15472285.0,145.73,47.95,106.99,3326.0
Georgia,2021-10-28,1522,89,15557365.0,146.53,47.96,106.99,3326.0
Georgia,2021-10-29,1223,126,15638285.0,147.29,47.96,107.0,1865.0
Georgia,2021-10-30,0,0,15816775.0,148.97,48.18,108.13,3472.0
Georgia,2021-10-31,0,0,15815485.0,148.96,48.19,108.14,3472.0
Georgia,2021-11-01,2232,109,15807245.0,148.88,48.19,108.14,3479.0
Georgia,2021-11-02,1246,63,15952315.0,150.25,48.19,108.14,2143.0
Georgia,2021-11-03,1035,73,16090095.0,151.54,48.43,109.26,3250.0
Georgia,2021-11-04,1290,83,16140575.0,152.02,48.5,109.62,3749.0
Georgia,2021-11-05,1140,90,16170085.0,152.3,48.5,109.63,3752.0
Georgia,2021-11-06,0,0,16178355.0,152.38,48.61,110.26,3047.0
Georgia,2021-11-07,0,0,16334095.0,153.84,48.61,110.27,3044.0
Georgia,2021-11-08,0,0,16333295.0,153.83,48.63,110.27,3041.0
Georgia,2021-11-09,2909,164,16396995.0,154.43,48.78,111.09,4204.0
Georgia,2021-11-10,1052,102,16464675.0,155.07,48.78,111.09,2614.0
Georgia,2021-11-11,0,0,16600205.0,156.35,48.785,111.105,2122.0
Georgia,2021-11-12,2268,112,16735735.0,157.63,48.79,111.12,2126.0
Georgia,2021-11-13,0,0,16779615.0,158.04,48.8,111.12,1216.0
Georgia,2021-11-14,0,0,16775595.0,158.0,48.8,111.12,1216.0
Georgia,2021-11-15,2255,10,16772735.0,157.97,48.8,111.12,1215.0
Georgia,2021-11-16,1236,30,16798805.0,158.22,49.0,112.44,1928.0
Georgia,2021-11-17,1196,126,16894865.0,159.12,49.0,112.44,1928.0
Georgia,2021-11-18,1285,67,17036635.0,160.46,49.14,113.28,3104.0
Georgia,2021-11-19,1412,68,17086115.0,160.93,49.14,113.29,3103.0
Georgia,2021-11-20,0,0,17221615.0,162.2,49.25,114.01,4129.0
Georgia,2021-11-21,0,0,17219015.0,162.18,49.26,114.02,4132.0
Georgia,2021-11-22,2343,74,17213975.0,162.13,49.26,114.02,4132.0
Georgia,2021-11-23,1371,62,17238705.0,162.36,49.34,114.61,3101.0
Georgia,2021-11-24,1128,60,17271045.90909091,162.66454545454548,49.341818181818184,114.80090909090909,3367.0
Georgia,2021-11-25,0,0,17303386.818181816,162.9690909090909,49.343636363636364,114.99181818181818,2448.0
Georgia,2021-11-26,0,0,17335727.727272727,163.27363636363637,49.34545454545455,115.18272727272728,2706.0
Georgia,2021-11-27,0,0,17368068.636363637,163.57818181818183,49.34727272727273,115.37363636363636,1953.0
Georgia,2021-11-28,0,0,17400409.545454547,163.8827272727273,49.34909090909091,115.56454545454545,2213.0
Georgia,2021-11-29,3504,113,17432750.454545453,164.18727272727273,49.35090909090909,115.75545454545454,2485.0
Georgia,2021-11-30,1461,39,17465091.363636363,164.4918181818182,49.35272727272727,115.94636363636363,1911.0
Georgia,2021-12-01,1654,61,17497432.272727273,164.79636363636365,49.35454545454545,116.13727272727272,1911.0
Georgia,2021-12-02,1520,39,17529773.181818184,165.1009090909091,49.35636363636364,116.32818181818182,1911.0
Georgia,2021-12-03,1245,45,17562114.09090909,165.40545454545455,49.35818181818182,116.5190909090909,1911.0
Georgia,2021-12-04,0,0,17594455.0,165.71,49.36,116.71,1911.0
Georgia,2021-12-05,0,0,17559415.0,165.38,49.37,116.72,1652.0
Georgia,2021-12-06,2912,36,17556895.0,165.36,49.37,116.72,1381.0
Georgia,2021-12-07,1295,33,17610935.0,165.87,49.6,117.77,2604.0
Georgia,2021-12-08,2371,31,17676805.0,166.49,49.68,118.22,2972.0
Georgia,2021-12-09,1334,43,17728505.0,166.98,49.77,118.66,3332.0
Georgia,2021-12-10,1959,25,17805395.0,167.7,49.85,119.08,3652.0
Georgia,2021-12-11,0,0,17870675.0,168.31,49.94,119.55,4056.0
Georgia,2021-12-12,0,0,17872705.0,168.33,49.95,119.56,4051.0
Georgia,2021-12-13,3160,37,17872565.0,168.33,49.95,119.56,4049.0
Georgia,2021-12-14,1770,22,17969095.0,169.24,50.1,120.27,3567.0
Georgia,2021-12-15,2656,19,18007865.0,169.61,50.19,120.72,3568.0
Georgia,2021-12-16,2474,10,18102695.0,170.5,50.27,121.09,3469.0
Georgia,2021-12-17,2868,83,18182895.0,171.26,50.35,121.47,3417.0
Georgia,2021-12-18,0,0,18170575.0,171.14,50.42,121.86,3306.0
Georgia,2021-12-19,0,0,18154835.0,170.99,50.42,121.87,3305.0
Georgia,2021-12-20,9089,44,18128095.0,170.74,50.43,121.87,3306.0
Georgia,2021-12-21,5720,41,18177665.0,171.21,50.55,122.64,3387.0
Georgia,2021-12-22,7610,45,18246575.0,171.86,50.64,123.14,3465.0
Georgia,2021-12-23,10012,45,18269605.0,172.07,50.65,123.15,2939.0
Georgia,2021-12-24,9495,40,18250147.5,171.8875,50.65,123.1525,2403.0
Georgia,2021-12-25,0,0,18230690.0,171.70499999999998,50.65,123.155,1840.0
Georgia,2021-12-26,0,0,18211232.5,171.5225,50.65,123.1575,1838.0
Georgia,2021-12-27,26279,37,18191775.0,171.34,50.65,123.16,1840.0
Georgia,2021-12-28,13018,51,18191635.0,171.34,50.88,124.63,2847.0
Georgia,2021-12-29,19124,57,18302055.0,172.38,51.01,125.19,2934.0
Georgia,2021-12-30,24420,64,18331285.0,172.65,51.08,125.56,3454.0
Georgia,2021-12-31,23438,25,18319029.0,172.536,51.11,125.726,3685.0
